tadam_vbb342,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiii ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,dor mientis ,,,facte ,,,nomine ,,,sicut ,et ,,ceteris ,,rebus ,imposito ,,de ,christo ,,,,,,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,auditatis ,,,factis ,peryzomatibus ,,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubyn ,,,et ,flameo ,gladio ,,,,post ,increpationem ,eiectus ,,,,de terra ,malidicta ,,,,insudore ,uultus ,,,panem ,acquirit,,,,,,,,,,,,,
tadam_gflchaa4,,adam ,,in agro ,damasceno ,gen ii ,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,imposita ,,sicut ,et ,,ceteris ,,rebus ,,,de ,rebus ,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,iii ,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubyn ,,,et ,flammeo ,gladio ,,postquam ,,,increpationem ,abiectus ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquiritur ,prophat ,et ,de diliuu a futuro ,,et ,,,de ,iudicia pigno idem ragnot et liberus fluus postea nidicauit,,,,
tadam_vbavatlat3783,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,euam ,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et  ,,,prophetasset ,et ,eidem ,,,de ,pomo ,comedendo ,,,,acquieuisset ,pro ,disconuenieniam ,nuditatis ,facte ,,,peryzomatibus ,,,,,,a domino ,de ,paradiso ,,,collocatis ,cherubyn ,,,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,et ,sudore ,,,uultus ,sui ,,panem ,acquiritur ,,,,,,,,,,,,genuit ,ap ta ub ad iiiior
tadam_aux146,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,dum ,,,,,,,,,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,et ,pro ,inconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectis ,,,,de terra ,maledicta ,,,,insudore ,uultus ,,,panem ,acquirit,,,,,,,,,,,,,
tadam_pnkxxiiif204,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,quator ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femina ,de ,costa ,cuius ,dormientis ,,facte ,eua ,,nomine ,in ,imposito ,sicut ,et ,,ceteris ,,,,,,rebus ,,,,de ,chisto ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,gen iiio ,acquieuisset ,pro ,disconcinencia insitalis ,,,,factis ,perisomatibus ,,,,,,a domino ,de ,paradiso ,collocatuscherubin ,,,,,,cum ,flameo ,gladio ,,,,post ,increpationem ,abiecta ,,,,de terra ,maledicta ,in ,sudore ,,,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_vbavatlat1972,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,peryzomatibus ,,,,,,a domino ,de ,paradiso ,colloquatis ,,,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,abiectus ,,,,de terra ,maledicta ,insudorem ,,,,uultus ,,,panem ,adquiritur,,,,,,,,,,,,,
tadam_fbmplut2056,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,,,nomine ,,imposito ,sicut ,et ,,ceteris ,,,,,,rebus ,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,,,,,,a domino ,perizomatibus ,,,,collocatis ,in ,frli ecclesia  ,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,de ,paradiso ,abiectus ,de terra ,maledicta ,,,,insudore ,,sin ,uultus ,panem ,acquiritur,,,,,,,,,,,,,
tadam_ctcb154,,,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,,,de ,,,,femine ,,costa ,dormientis ,facte ,,nomine ,sicut ,et ,in ,ceteris ,,,,,,rebus ,impo ,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,adquirit,,,,,,,,,,,,,
tadam_mbelat693,,adam ,,in agro ,damasceno ,,formatus ,a deo ,et ,in ,,paradisum ,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,,,,,rebus ,necnon ,,,,,,de ,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,panez ,,,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,da ,,,,,,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,,,,,,abiectus ,de terra ,maledicta ,insudorem ,,,,,,uultus ,panem ,acciperitur,,,,,,,,,,,,,
tadam_pbnlat15467,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradyso ,,,unde ,quatuor ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,femine ,de ,costa ,,dormientis ,,facte ,eua ,,nomine ,,imposito ,sicut ,et ,,ceteris ,,,,,,rebus ,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,adquiritur,,,,,,,,,,,,,
tadam_ctcb155,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,flumimina ,,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,costa ,dormientis ,facte ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,,,,,,,,,,,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,uultus ,sui ,,panem ,adquirit,,,,,,,,,,,,,
tadam_won1548,,adam ,,in agro ,damasceno ,,formatus ,,,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,costa ,dormientis ,facte ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,adquieuisset ,pro ,disconueniencia ,nuditatis ,,,factis ,perysomatibus ,,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,adquisiuit,,,,,,,,,,,,,
tadam_aux145,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,dum ,,,,,,,,,,,,,,femine ,de ,costa ,dormientis ,facte ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,acquieuisset ,pro ,inconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,acquirit,,,,,,,,,,,,,
tadam_mbsclm19414,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,costa ,dormientis ,facte ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,,acquieuisset ,pro ,disconenientia ,nuditatis ,,,factis ,perizoma matibus ,,,,,,a domino ,de ,paradiso ,collogatis ,,,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,,acquiratur,,,,,,,,,,,,
tadam_pbnlat5101,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,costa ,dormientis ,facte ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,de ,paradiso ,collatis ,tis ,,,,cherubim ,et ,flameo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,acquirit,,,,,,,,,,,,,
tadam_abs128,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,paradysum ,,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,coste ,dormientis ,,eua ,nomine ,sicut ,et ,,ceteris ,,rebus ,imposita ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,comendo ,,,pomo ,acquieuissit ,,pro ,disconuenientia ,nuditatis ,pery zomatibus ,,factis ,,,,,,,a domino ,de ,paradyso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,uultus ,sui ,,panem ,adquiritur,,,,,,,,,,,,,
tadam_won378,,adam ,,in agro ,damasceno ,,formatus ,,et ,in ,,paradisum ,,unde ,iiiior ,,flumina ,oriuntur ,translatus ,,,,,,,,,cum ,,,,,,femine ,de ,costa ,dormientis ,facte ,,nomine ,sicut ,et ,,ceteris ,,rebus ,imposito ,,,,,,,de ,christo ,et ,,ecclesia ,prophetasset ,et ,eidem ,,,de ,,comedendo ,,pomo ,acquieuisset ,,pro ,disconuenientia ,nuditatis ,,,factis ,,perizomatibus ,,,,,a domino ,,paradiso ,,,collocatis ,,,cherubin ,et ,flammeo ,gladio ,,,,post ,increpationem ,,,,abiectus ,de terra ,maledicta ,,,,insudore ,,,uultus ,panem ,acquiritur,,,,,,,,,,,,,
